text,author,reply,retweet,like,date,cleaned_text,non_baku
"Mapay Lembur Camat Gedebage, Kasi Trantib & para Lurah (Rancanumpang, Cimincrang, Cisaranten Kidul dan Rancabolang) membahas unsur kewilayahan pada pengamanan asset Pemkot Bandung di Kec. Gedebage & penyelenggaraan Pemilu 2024.

6 Feb 2024


@ApJaenudin
 

@pembdg


@halo_bandung",Gedebage Bagja,0,0,0,2024-02-16T01:47:20.000Z,"Mapay Lembur Camat Gedebage, Kasi Trantib & para Lurah (Rancanumpang, Cimincrang, Cisaranten Kidul dan Rancabolang) membahas unsur kewilayahan pada pengamanan asset Pemkot Bandung di Kec. Gedebage & penyelenggaraan Pemilu 2024.  6 Feb 2024             ",
Setuju sekali. Untuk menghindari praktek legalisasi kecurangan seperti pemilu 2024. Hal ini karena semua partai ada di ketiak presiden. Dengan menyatakan sebagai oposisi PDI Perjuangan telah menjaga harga dirinya untuk tidak ikut spirit melanggar etika.,Dewa Putu Kesuma,0,0,0,2024-02-16T02:08:47.000Z,Setuju sekali. Untuk menghindari praktek legalisasi kecurangan seperti pemilu 2024. Hal ini karena semua partai ada di ketiak presiden. Dengan menyatakan sebagai oposisi PDI Perjuangan telah menjaga harga dirinya untuk tidak ikut spirit melanggar etika.,
#Pemilu2024 Silent Majority,"Tiyarman Gulo,SH",0,0,0,2024-02-16T01:41:57.000Z,  Silent Majority,
Timses dan relawan mohon perhatiannya. #JatimNow #PBNU #Pemilu2024 #Pilpres2024,Jatimnow.com,0,0,0,2024-02-16T01:38:53.000Z,Timses dan relawan mohon perhatiannya.        ,
"Pj Gubernur Papua Tengah: Pemilu di delapan kabupaten berjalan lancar

Penjabat Gubernur Papua Tengah Ribka Haluk mengatakan pelaksanaan Pemilihan Umum (Pemilu) 2024 di delapan kabupaten hingga kini masih kondusif dan berjalan lancar tanpa ada gangguan.",Sebastian Lodu,0,0,0,2024-02-16T02:30:26.000Z,Pj Gubernur Papua Tengah: Pemilu di delapan kabupaten berjalan lancar  Penjabat Gubernur Papua Tengah Ribka Haluk mengatakan pelaksanaan Pemilihan Umum (Pemilu) 2024 di delapan kabupaten hingga kini masih kondusif dan berjalan lancar tanpa ada gangguan.,
"Viral Kecurangan Sirekap Pemilu 2024, Begini Penjelasannya",PARTAI MINANG,0,0,0,2024-02-16T02:26:09.000Z,"Viral Kecurangan Sirekap Pemilu 2024, Begini Penjelasannya",
"Polres Ppu, Polda Kaltim -Jaga Sitkamtibmas Kondusif, Polsek Babulu Gelar Jumat Curhat Jumat (16/2/2024).
.
.
#PolresPPU #Poldakaltim #Polripresisi #Pemilu2024 #PemiluDamai #Damaiindonesia #iknnusantara",Polres Ppu,1,0,0,2024-02-16T01:33:35.000Z,"Polres Ppu, Polda Kaltim -Jaga Sitkamtibmas Kondusif, Polsek Babulu Gelar Jumat Curhat Jumat (16/2/2024). . .              ",
"Delapan Parpol Unggul di Pemilu 2024 https://pwmu.co/340417/02/16/delapan-parpol-unggul-di-pemilu-2024/

#PemiluSerentak2024 #Pilpres2024",PWMU.CO,0,0,1,2024-02-16T01:07:14.000Z,Delapan Parpol Unggul di Pemilu 2024      ,
"Serba-serbi di Pemilu 2024 
Tetap Semangat ",VIRAL SEJAGAT,0,0,0,2024-02-16T01:17:17.000Z,Serba-serbi di Pemilu 2024  Tetap Semangat ,
"Pak Mendagri 
@titokarnavian_
 apa kabarnya?
#Pemilu2024",Mud Hustler,0,0,0,2024-02-16T02:13:40.000Z,Pak Mendagri     apa kabarnya?  ,
"Kairo , Mesir.
Semua suara CAPRES ""SALAH KETIK""

Ayo Perbaiki 
@KPU_ID
 
@bawaslu_RI
 !!!

#Pemilu2024",J͓̊o͓̊k͓̊e͓̊r͓̊ Ů͓l͓̊o͓̊s͓̊o͓̊ẘ͓o͓̊,0,1,1,2024-02-16T01:54:31.000Z,"Kairo , Mesir. Semua suara CAPRES ""SALAH KETIK""  Ayo Perbaiki         !!!   ",
"Sebuah sudut pandang, dapat di IG #Pemilu2024",Bakulan,0,0,1,2024-02-16T02:14:15.000Z,"Sebuah sudut pandang, dapat di IG  ",
"'Uhuy', Respons Riuh Warga di TPS saat Perhitungan Suara Komeng

#suaradotcom #Komeng #KomengNyaleg  #Pemilu2024",suaradotcom,0,0,0,2024-02-16T02:15:54.000Z,"'Uhuy', Respons Riuh Warga di TPS saat Perhitungan Suara Komeng          ",
"Lebih parah lagi olah raga dicampur agama dan politik seperti saat Ganjar menolak kontingen sepak bola Israel, all hasilnya sangat berimbas di pemilu 2024 ini.",Goknaricky,0,0,0,2024-02-16T02:05:50.000Z,"Lebih parah lagi olah raga dicampur agama dan politik seperti saat Ganjar menolak kontingen sepak bola Israel, all hasilnya sangat berimbas di pemilu 2024 ini.",
Babinsa Koramil 02/Tegalrejo Ikut Kawal Distribusi Logistik Pemilu 2024,koramil 11 kraton,0,0,0,2024-02-16T02:03:13.000Z,Babinsa Koramil 02/Tegalrejo Ikut Kawal Distribusi Logistik Pemilu 2024,
"Pemilu 2024, Pemilu paling curang",Siti Raihanun,0,0,0,2024-02-16T01:58:59.000Z,"Pemilu 2024, Pemilu paling curang",
"#Pemilu2024 pemilu terburuk dan terbiadab diera jokodok, semua sudah diseting, pembusukan dan kecurangan masif dimana""",B SAN,0,1,1,2024-02-16T01:12:51.000Z,"  pemilu terburuk dan terbiadab diera jokodok, semua sudah diseting, pembusukan dan kecurangan masif dimana""",
"Di pemilu 2024 ini cuma mau makasih buat anggota KPPS yg udah kerja dari pagi sampe pagi lagi, kalian hebat ! jasa kalian buat getol ngitung suara, patut di apresiasi, mana katanya sistem sempet down juga pas scan /  upload gitu. KEREN !!!! #Pemilu2024",Tata,0,0,0,2024-02-16T01:40:02.000Z,"Di pemilu 2024 ini cuma mau makasih buat anggota KPPS yg udah kerja dari pagi sampe pagi lagi, kalian hebat ! jasa kalian buat getol ngitung suara, patut di apresiasi, mana katanya sistem sempet down juga pas scan /  upload gitu. KEREN !!!!  ",
"Di TPS ada saksi dari tiap peserta pemilu. Di PPK juga ada saksi. Di KPUD(kot/kab) ada saksi. Di KPU(prov) ada saksi. Fungsi saksi untuk mencegah terjadinya kecurangan dalam(pelaksanaan, perhitungan, dan rekapitulasi). Kalau terjadi kecurangan terus saksinya kemana?#Pemilu2024",Teguh Wirwan,0,0,0,2024-02-16T02:23:07.000Z,"Di TPS ada saksi dari tiap peserta pemilu. Di PPK juga ada saksi. Di KPUD(kot/kab) ada saksi. Di KPU(prov) ada saksi. Fungsi saksi untuk mencegah terjadinya kecurangan dalam(pelaksanaan, perhitungan, dan rekapitulasi). Kalau terjadi kecurangan terus saksinya kemana? ",KPUD(kot/kab)
"Dugaan Pemilu Curang, Presiden Jokowi: Jangan Cuma Teriak, Bawa Bukti ke Bawaslu dan MK  https://merdekanews.co/read/27135/Dugaan-Pemilu-Curang-Presiden-Jokowi-Jangan-Cuma-Teriak-Bawa-Bukti-ke-Bawaslu-dan-MK #Pemilu2024 #Bawaslu #PemiluCurang #Jokowi #Gibran #MK #KPU #RIPDemokrasi",merdekanews.co,0,0,0,2024-02-16T01:13:21.000Z,"Dugaan Pemilu Curang, Presiden Jokowi: Jangan Cuma Teriak, Bawa Bukti ke Bawaslu dan MK                  ",
"Sebagai saksi PKS di pemilu 2024, saya melihat betapa komitmen partai dalam membangun negara dengan segenap potensinya. TerimaKasih #sudahpilihPKS",Bone Bone,0,0,0,2024-02-16T01:27:46.000Z,"Sebagai saksi PKS di pemilu 2024, saya melihat betapa komitmen partai dalam membangun negara dengan segenap potensinya. TerimaKasih  ",
"Ketua KPU dan seluruh anggota KPU melanggar etika ketika gibran mendaftar sbg cawapres.... itu hasil sidang DKPP, masihkah kita percaya pemilu 2024 berlangsung dg jurdil????",daeng_buang,0,0,1,2024-02-16T01:24:47.000Z,"Ketua KPU dan seluruh anggota KPU melanggar etika ketika gibran mendaftar sbg cawapres.... itu hasil sidang DKPP, masihkah kita percaya pemilu 2024 berlangsung dg jurdil????",sbg
TNI-Polri Siagakan Pelayanan Kesehatan Bagi Petugas Pengamanan Pemilu 2024,Polsek Selatan,0,0,0,2024-02-16T01:29:02.000Z,TNI-Polri Siagakan Pelayanan Kesehatan Bagi Petugas Pengamanan Pemilu 2024,
Anies Baswedan menyebut Pemilu 2024 ada kecurangan dan kekurangan,iNews,0,0,0,2024-02-16T01:17:58.000Z,Anies Baswedan menyebut Pemilu 2024 ada kecurangan dan kekurangan,
"""Insya Allah, pada akhirnya kita yg akan jadi pemenang Pemilu 2024""
Ujar Cak Imin

Sehaaat Cak?",David Fong,0,0,1,2024-02-16T01:21:59.000Z,"""Insya Allah, pada akhirnya kita yg akan jadi pemenang Pemilu 2024"" Ujar Cak Imin  Sehaaat Cak?",
semoga jajaran polri selalu diberikan kesehatan dalam menjaga dan mengawal pemilu 2024,sedangmonitor,0,0,0,2024-02-16T01:59:42.000Z,semoga jajaran polri selalu diberikan kesehatan dalam menjaga dan mengawal pemilu 2024,
"Anggota Polsek Kangean Melaksanakan Pengawalan Logistik Pemilu 2024 dari Sekretariat PPS Se-Kec. Arjasa ke Gudang Logistik PPK Arjasa, Kamis (15/02/2024).",PolsekKangean,0,0,0,2024-02-16T02:18:00.000Z,"Anggota Polsek Kangean Melaksanakan Pengawalan Logistik Pemilu 2024 dari Sekretariat PPS Se-Kec. Arjasa ke Gudang Logistik PPK Arjasa, Kamis (15/02/2024).",
Pemilu 2024 Di Bumi Cendrawasih Berjalan Dengan Aman dan Lancar,Sebastian Lodu,0,0,0,2024-02-16T02:26:56.000Z,Pemilu 2024 Di Bumi Cendrawasih Berjalan Dengan Aman dan Lancar,
"RIP Demokrasi
~
Ini bukan tentang Ganjar, bukan pula tentang Anies, ini tentang  kedaulatan hukum di negeri kita, hukum yg kata nya panglima tertinggipun msh bisa di ganggu

Lalu kita harus percaya ke siapa...???

Bawaslu kah...????
KPU kah...???

#Pemilu2024",Sarah EnjeuLL,3,8,12,2024-02-16T02:07:03.000Z,"RIP Demokrasi ~ Ini bukan tentang Ganjar, bukan pula tentang Anies, ini tentang  kedaulatan hukum di negeri kita, hukum yg kata nya panglima tertinggipun msh bisa di ganggu  Lalu kita harus percaya ke siapa...???  Bawaslu kah...???? KPU kah...???   ",
"Siaran berita
Bid Humas Polda Jateng
Jumat 16 Februari 2024

*Polda Jateng Imbau Masyarakat Waspadai HOAX Pasca Pungut Suara Pemilu 2024* 

Jawa Tengah - Polda Jateng|Pasca Pungut Suara pemilu 2024 tanggal 14 Februari kemarin, dihimbau masyarakat Waspadai HOAX yang beredar, hal",Polsek Sragen,0,0,0,2024-02-16T02:09:22.000Z,"Siaran berita Bid Humas Polda Jateng Jumat 16 Februari 2024  *Polda Jateng Imbau Masyarakat Waspadai HOAX Pasca Pungut Suara Pemilu 2024*   Jawa Tengah - Polda Jateng|Pasca Pungut Suara pemilu 2024 tanggal 14 Februari kemarin, dihimbau masyarakat Waspadai HOAX yang beredar, hal",
Menata Mental Menanti Hasil Pemilu 2024,Kompasiana,0,0,0,2024-02-16T02:09:34.000Z,Menata Mental Menanti Hasil Pemilu 2024,
"2x gw dukung 
@prabowo
 
2x  kita di curangi 
@KPU_ID
 dan 
@jokowi
 
giliran gw gk dukung
Eh malah 
@prabowo
 
@jokowi
 
@KPU_ID
 
@officialMKRI
 
Mencurangi pemilu 2024

Kan BINATANG...!!!",Mohammed faiq,0,0,0,2024-02-16T02:10:08.000Z,2x gw dukung      2x  kita di curangi     dan      giliran gw gk dukung Eh malah                  Mencurangi pemilu 2024  Kan BINATANG...!!!,
"Dalam menjalankan amanah sebagai saksi PKS di pemilu 2024, saya merasa bahwa memilih pemimpin yang berkualitas sangat penting untuk menata masa depan bangsa yang lebih baik. TerimaKasih #sudahpilihPKS",Bone Bone,0,0,0,2024-02-16T01:07:14.000Z,"Dalam menjalankan amanah sebagai saksi PKS di pemilu 2024, saya merasa bahwa memilih pemimpin yang berkualitas sangat penting untuk menata masa depan bangsa yang lebih baik. TerimaKasih  ",
"No.58 di web kpu paslon no.1 mendapat 664 suara dan no.3 884 suara sedangkan C1 no.1=114 suara dan 03= 4 suara. Terjadi di bogor,leuwisadeng,sibanteng,tps020 #kecuranganPemilu2024 #Pemilu2024",rizkiallyanoer,0,0,0,2024-02-16T02:28:26.000Z,"No.58 di web kpu paslon no.1 mendapat 664 suara dan no.3 884 suara sedangkan C1 no.1=114 suara dan 03= 4 suara. Terjadi di bogor,leuwisadeng,sibanteng,tps020    ",
Apa kata mereka?? Tentang pengamanan Pemilu 2024 di kelurahan Gondrong Kec Cipondoh Kota Tangerang,Polsek Cipondoh,0,0,1,2024-02-16T01:44:35.000Z,Apa kata mereka?? Tentang pengamanan Pemilu 2024 di kelurahan Gondrong Kec Cipondoh Kota Tangerang,
"Selasa, 13 Februari 2024 Pengadilan Negeri Penajam Menghadiri Undangan Apel Pergeseran Personel Polres PPU Dalam Rangka Pengamanan Pemungutan dan Perhitungan Suara Pemilu 2024 di Kabupaten Penajam, Yang dihadiri oleh Ketua Pengadilan Negeri Penajam Bapak Jimmy Ray IE, S.H.",PN Penajam,0,0,0,2024-02-16T02:02:06.000Z,"Selasa, 13 Februari 2024 Pengadilan Negeri Penajam Menghadiri Undangan Apel Pergeseran Personel Polres PPU Dalam Rangka Pengamanan Pemungutan dan Perhitungan Suara Pemilu 2024 di Kabupaten Penajam, Yang dihadiri oleh Ketua Pengadilan Negeri Penajam Bapak Jimmy Ray IE, S.H.",
Tim Hukum AMIN & Kubu 03 Intensifkan Komunikasi Tindaklanjuti Kecurangan Pemilu 2024,Merdeka.com,0,0,0,2024-02-16T01:31:35.000Z,Tim Hukum AMIN & Kubu 03 Intensifkan Komunikasi Tindaklanjuti Kecurangan Pemilu 2024,
"Ini cuma di daerah ku aja atau menyeluruh si, honor saksi partai PAN cuman dicairkan 50% saja?

@Official_PAN
 
@ZUL_Hasan
 
Kami sudah bekerja 24jam tanpa tidur, yg katanya honor saksi akan di cairkan setelah pengumpulan Form C1, tp sampai skrng kami belum menerimanya.
#Pemilu2024",ayy,0,0,0,2024-02-16T01:59:18.000Z,"Ini cuma di daerah ku aja atau menyeluruh si, honor saksi partai PAN cuman dicairkan 50% saja?          Kami sudah bekerja 24jam tanpa tidur, yg katanya honor saksi akan di cairkan setelah pengumpulan Form C1, tp sampai skrng kami belum menerimanya.  ",skrng
"Inimah besok anak sekolah yg belajar sejarah sm pkn, bingung waktu sampe chapter yg bahas pemilu 2024. Kesian gurunya ngasih penjelasannyaa",mine_moon,0,0,0,2024-02-16T01:18:30.000Z,"Inimah besok anak sekolah yg belajar sejarah sm pkn, bingung waktu sampe chapter yg bahas pemilu 2024. Kesian gurunya ngasih penjelasannyaa",
"Petugas TPS 3 Kelurahan Pandansari, Semarang, Jawa Tengah melaporkan temuan surat suara Pemilu 2024 yang ditempeli secarik kertas bergambar palu arit pada Rabu, 14 Februari 2024.
.
Ketua Panitia Pemungutan Suara (PPS) Kelurahan Pandansari Dedi Taruna menuturkan gambar tersebut",Pikiran Rakyat,1,1,0,2024-02-16T02:08:53.000Z,"Petugas TPS 3 Kelurahan Pandansari, Semarang, Jawa Tengah melaporkan temuan surat suara Pemilu 2024 yang ditempeli secarik kertas bergambar palu arit pada Rabu, 14 Februari 2024. . Ketua Panitia Pemungutan Suara (PPS) Kelurahan Pandansari Dedi Taruna menuturkan gambar tersebut",
Kapolsek Balocci Gelar Jum'at Curhat Bersama Warga Pasca Pemilu 2024 untuk Jaga Kondusifitas Kamtibmas,POLSEK BALOCCI,0,0,0,2024-02-16T01:42:00.000Z,Kapolsek Balocci Gelar Jum'at Curhat Bersama Warga Pasca Pemilu 2024 untuk Jaga Kondusifitas Kamtibmas,
"Polda Jateng, Imbau Masyarakat Waspadai HOAX Pasca Pungut Suara Pemilu 2024 https://patrolihukumindonesia.com/polda-jateng-imbau-masyarakat-waspadai-hoax-pasca-pungut-suara-pemilu-2024/",patrolihukumindonesia.com,0,0,0,2024-02-16T02:11:38.000Z,"Polda Jateng, Imbau Masyarakat Waspadai HOAX Pasca Pungut Suara Pemilu 2024 ",
"Pemilu 2024, jadi panggung kita untuk berkontribusi buat bangsa",Afifaq Talina,0,0,0,2024-02-16T01:45:16.000Z,"Pemilu 2024, jadi panggung kita untuk berkontribusi buat bangsa",
Cerai #Pemilu2024 Ganjar Soeharto Bawaslu Morningg Pagii Saksi Mbappe Nasdem,HIRANKA.COM,0,0,1,2024-02-16T01:59:44.000Z,Cerai   Ganjar Soeharto Bawaslu Morningg Pagii Saksi Mbappe Nasdem,
"KECURANGAN PEMILU 2024 SDH DILUAR NALAR MANUSIA
#KPUBiangCurangBrutal 
#KPUPencuriSuara",Lutfi Ubadi,0,0,0,2024-02-16T02:06:17.000Z,KECURANGAN PEMILU 2024 SDH DILUAR NALAR MANUSIA     ,
"Waduhh
#PrabowoGibran2024 
#PrabowoGibran 
#gerindra 
#Pemilu2024",Agus Leonel,1,0,0,2024-02-16T01:43:18.000Z,Waduhh           ,
"Awal Kemerdekaan 19451950
Demokrasi Liberal 19501959
Demokrasi Terpimpin 19591966
Orde Baru 19661998
Era Reformasi 19982024

Dulu sy suka kritik mrk yg menyebut era skr pascareformasi. Wong msh di era reformasi kok. Tp stlh Pemilu 2024, istilah itu sdh benar

(Firman Noor)",M. Ridha Intifadha,3,4,22,2024-02-16T01:47:21.000Z,"Awal Kemerdekaan 19451950 Demokrasi Liberal 19501959 Demokrasi Terpimpin 19591966 Orde Baru 19661998 Era Reformasi 19982024  Dulu sy suka kritik mrk yg menyebut era skr pascareformasi. Wong msh di era reformasi kok. Tp stlh Pemilu 2024, istilah itu sdh benar  (Firman Noor)",stlh
Panglima TNI dan Kapolri Cek Kesiapan Pasukan Pengamanan Pemilu 2024 di Silang Monas,Berita Viral,0,0,0,2024-02-16T02:13:21.000Z,Panglima TNI dan Kapolri Cek Kesiapan Pasukan Pengamanan Pemilu 2024 di Silang Monas,
Perjuangan Petugas Distribusi Balik Logistik Pemilu 2024 dari Pedalaman https://foto.tempo.co/read/111816/perjuangan-petugas-distribusi-balik-logistik-pemilu-2024-dari-pedalaman?utm_source=Twitter&utm_medium=dlvr.it #TempoFoto,tempo.co,0,1,2,2024-02-16T02:08:35.000Z,Perjuangan Petugas Distribusi Balik Logistik Pemilu 2024 dari Pedalaman   ,
"Ganjarmemperlihatkan komitmen yang tak kenal lelah dalam metikan integritas Pemilu 2024. Ganjar Pranowo, karena kamu berhak mendapatkan yang terbaik 
@SulthanOnyo
 
#GanjarMahfud2024
#KitaAdalahTiga
#Coblos3",Lola Anggraeni,0,0,0,2024-02-16T01:41:19.000Z,"Ganjarmemperlihatkan komitmen yang tak kenal lelah dalam metikan integritas Pemilu 2024. Ganjar Pranowo, karena kamu berhak mendapatkan yang terbaik           ",
"Capres Prabowo Subianto (
@prabowo
) telah menerima ucapan selamat dari PM Malaysia Anwar Ibrahim hingga PM Australia Anthony Albanese seiring keunggulannya dalam hitung cepat Pilpres 2024.

Selengkapnya: https://katadata.co.id/berita/nasional/prabowo-terima-ucapan-selamat-dari-anwar-ibrahim-hingga-pm-australia/65ce2aad7e150 #Prabowo #Capres #Pemilu2024",Katadata.co.id,0,1,0,2024-02-16T01:07:03.000Z,Capres Prabowo Subianto (   ) telah menerima ucapan selamat dari PM Malaysia Anwar Ibrahim hingga PM Australia Anthony Albanese seiring keunggulannya dalam hitung cepat Pilpres 2024.  Selengkapnya:       ,
"Dalam rangka menjaga Kamtibmas yang tetap kondusif pasca pemilu 2024, Kapolsek Sembalun AKP WAHYU INDRAWAN, S.Sos bersama anggota melalui giat Jum'at curhat melaksanakan giat Silaturrahmi dan koordinasi terkait Kamtibmas dengan tokoh pemuda Desa Sembalun an. ADI.

#polripresisi",Polsek Sembalun,0,0,0,2024-02-16T01:24:25.000Z,"Dalam rangka menjaga Kamtibmas yang tetap kondusif pasca pemilu 2024, Kapolsek Sembalun AKP WAHYU INDRAWAN, S.Sos bersama anggota melalui giat Jum'at curhat melaksanakan giat Silaturrahmi dan koordinasi terkait Kamtibmas dengan tokoh pemuda Desa Sembalun an. ADI.   ",Silaturrahmi
"Tabrak konstitusi itu NYATA
Politisasi bansos itu NYATA
Kecurangan itu NYATA
Cawe-cawe pejabat negara itu NYATA
Kasus HAM itu NYATA

Bagaimana bisa kita yang cuma sebagai warga negara tutup mata akan hal ini, lalu tanpa rasa malu ikut merayakan kemenangannya?

RIP 
#Pemilu2024",Kamil Mumtaz,1,0,3,2024-02-16T01:19:07.000Z,"Tabrak konstitusi itu NYATA Politisasi bansos itu NYATA Kecurangan itu NYATA Cawe-cawe pejabat negara itu NYATA Kasus HAM itu NYATA  Bagaimana bisa kita yang cuma sebagai warga negara tutup mata akan hal ini, lalu tanpa rasa malu ikut merayakan kemenangannya?  RIP   ",
"Polsek Kualuh Hulu Kawal Logistik PPS ke PPK: 

NUSANTARAEXPRESS, LABUHANBATU - Tahap pemungutan dan penghitungan suara di tingkat TPS Pemilu 2024 telah selesai digelar. Namun bukan berarti tugas telah selesai. Hari ini, Polres Labuhanbatu kembali http://dlvr.it/T2pnR1",Media Express Group,0,0,0,2024-02-16T01:38:09.000Z,"Polsek Kualuh Hulu Kawal Logistik PPS ke PPK:   NUSANTARAEXPRESS, LABUHANBATU - Tahap pemungutan dan penghitungan suara di tingkat TPS Pemilu 2024 telah selesai digelar. Namun bukan berarti tugas telah selesai. Hari ini, Polres Labuhanbatu kembali ",
"Hasil Rekapitulasi Pemilu (REAL COUNT) 

16 Feb 2024 09:00:26
- Anies-Muhaimin: 13.303.254 (25.27% 00.02%)
- Prabowo-Gibran: 29.894.036 (56.78% = 00.00%) 
- Ganjar-Mahfud: 9.448.917 (17.95%  00.01%)
#Pemilu2024 #AMIN #PrabowoGibran #GanjarMahfud",Irfan Saputra Nasution,0,0,1,2024-02-16T02:06:50.000Z,Hasil Rekapitulasi Pemilu (REAL COUNT)   16 Feb 2024 09:00:26 - Anies-Muhaimin: 13.303.254 (25.27% 00.02%) - Prabowo-Gibran: 29.894.036 (56.78% = 00.00%)  - Ganjar-Mahfud: 9.448.917 (17.95%  00.01%)        ,
"#Pemilu2024 summed up:

Democracy is a government from the people, of the people, for the people. But, the people are retaarded",hani,0,0,0,2024-02-16T01:48:55.000Z,"  summed up:  Democracy is a government from the people, of the people, for the people. But, the people are retaarded",retaarded
"Kalo memang ternyata nanti yang memimpin kita adalah Orang yang tidak baik. Berati memang kita sebagai rakyat juga belum baik. Yuk lah, berbenah dari diri sendiri. #Pemilu2024",F. Azwir Efendi,0,0,0,2024-02-16T02:06:11.000Z,"Kalo memang ternyata nanti yang memimpin kita adalah Orang yang tidak baik. Berati memang kita sebagai rakyat juga belum baik. Yuk lah, berbenah dari diri sendiri.  ",Berati
Kalian yg dulu dukung pak jokowi 2019 tapi sekarang koar2 karena ada indikasi kecurangan pemilu 2024 gmna?,Sigma,0,0,0,2024-02-16T01:49:47.000Z,Kalian yg dulu dukung pak jokowi 2019 tapi sekarang koar2 karena ada indikasi kecurangan pemilu 2024 gmna?,gmna?
Luar Biasa Pengorbanan Polri dalam Mengawal Pemilu 2024,ndra,0,0,0,2024-02-16T01:44:17.000Z,Luar Biasa Pengorbanan Polri dalam Mengawal Pemilu 2024,
"Kekurangan adalah peluang untuk menjadi lebih baik lagi 
@sho_kih9
 RIP Demokrasi Bawaslu #Pemilu2024 KPPS PDIP #DemokrasiSukses
",Chirstina Angel,0,0,0,2024-02-16T02:30:19.000Z,Kekurangan adalah peluang untuk menjadi lebih baik lagi     RIP Demokrasi Bawaslu   KPPS PDIP   ,
"Ayo semangat lagi pendukung perubahan
  Nyatanya petinggi n kabinet terus main curang
#AniesMenangAbaikanQuickcount
#AMINmenang
#Pemilu2024",Nan nambeng,0,0,0,2024-02-16T02:29:57.000Z,Ayo semangat lagi pendukung perubahan   Nyatanya petinggi n kabinet terus main curang      ,
"Real Count dari KPU sementara berproses.
Cek hasilnya di sini! #realcount #KPU #Pemilu2024",Herald Indonesia,0,0,0,2024-02-16T02:09:40.000Z,Real Count dari KPU sementara berproses. Cek hasilnya di sini!      ,
"Bangga menjadi orang Minang...

Real Count
Sumbar
#Pemilu2024",Tata Jafa,0,0,1,2024-02-16T02:10:14.000Z,Bangga menjadi orang Minang...  Real Count Sumbar  ,
"Ganjardan Mahfud MD menunjukkan kematangan politik dengan membuka pintu kerja sama dengan Timnas AMIN untuk mengusut dugaan kecurangan Pemilu 2024 
@heeseungtangsel
 
#GanjarMahfud2024
#KitaAdalahTiga
#Coblos3",arjunputra,0,0,0,2024-02-16T02:00:57.000Z,Ganjardan Mahfud MD menunjukkan kematangan politik dengan membuka pintu kerja sama dengan Timnas AMIN untuk mengusut dugaan kecurangan Pemilu 2024           ,
