text,author,reply,retweet,like,date,cleaned_text,non_baku
"Sebelum pelaksanaan pemilu 2024 dilakukan, Komisi Pemilihan Umum (KPU) telah membuat tempat pengaduan dugaan pelanggaran pemilu dapat disampaikan, baik secara langsung atau melalui surat kepada Inspektorat Setjen KPU dengan alamat Perkantoran Plaza Hayam Wuruk Tower Jalan Hayam",HukumOnline,1,2,0,2024-02-16T00:56:51.000Z,"Sebelum pelaksanaan pemilu 2024 dilakukan, Komisi Pemilihan Umum (KPU) telah membuat tempat pengaduan dugaan pelanggaran pemilu dapat disampaikan, baik secara langsung atau melalui surat kepada Inspektorat Setjen KPU dengan alamat Perkantoran Plaza Hayam Wuruk Tower Jalan Hayam",
"Hasil Pemilu 2024: Allah Sayang Cak Nun https://caknun.com/2024/hasil-pemilu-2024-allah-sayang-cak-nun/ lewat 
@caknundotcom",Who cares,0,0,0,2024-02-16T01:03:43.000Z,Hasil Pemilu 2024: Allah Sayang Cak Nun  lewat   ,
"paslonnya yg kalah masih ngamuk2 kah? coba inget2 dulu 2019 pilih siapa, ikut berantem cebong VS kampret juga? eh sekarang orangnya di kubu yg sama Prabowo & Jokowi (anaknya), orangnya itu2 juga. Jadi pemilu selanjutnya bisa aj Prabowo & Cak Imin VS Anis & Gibran #Pemilu2024",πέπων,1,0,0,2024-02-16T00:56:04.000Z,"paslonnya yg kalah masih ngamuk2 kah? coba inget2 dulu 2019 pilih siapa, ikut berantem cebong VS kampret juga? eh sekarang orangnya di kubu yg sama Prabowo & Jokowi (anaknya), orangnya itu2 juga. Jadi pemilu selanjutnya bisa aj Prabowo & Cak Imin VS Anis & Gibran  ",
"CALON DARI ORMAS YANG AKHIRNYA KALAH

Dalam pemilu 2024, ada tiga calon mengasosiasi ke ormas yaitu Cak Imin, Ganjar dan Mahfud MD. 

Kita bersyukur mereka semua kalah. Semoga Pilgub dan Pilkada nanti calon dari Ormas kalah semua.. ",Ilham Purnama,2,4,14,2024-02-15T21:48:54.000Z,"CALON DARI ORMAS YANG AKHIRNYA KALAH  Dalam pemilu 2024, ada tiga calon mengasosiasi ke ormas yaitu Cak Imin, Ganjar dan Mahfud MD.   Kita bersyukur mereka semua kalah. Semoga Pilgub dan Pilkada nanti calon dari Ormas kalah semua.. ",
"Begini Analisa Ekonom Tentang Kenaikan Harga Beras, Ternyata Bukan Karena Sikon Pemilu. 

Pemilu 2024 yang bersamaan dengan kenaikan harga beras membuat masyarakat jadi menyalahkan http://dlvr.it/T2pjyC #BeritaRedaksi #beras #harga #kenaikan #Pemilu via 
@beritajatimcom",beritajatim,0,0,0,2024-02-16T00:41:10.000Z,"Begini Analisa Ekonom Tentang Kenaikan Harga Beras, Ternyata Bukan Karena Sikon Pemilu.   Pemilu 2024 yang bersamaan dengan kenaikan harga beras membuat masyarakat jadi menyalahkan            via   ",
"Suasana ceria dan penuh semangat bersama Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Irfan Malik,0,0,0,2024-02-15T20:27:57.000Z,Suasana ceria dan penuh semangat bersama Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Pemilu 2019 dulu yg kalah jg teriak curang .. Bgt pula pemilu 2024. Teriaknya jg curang..  Tp semuanya  setelah di dalami tetap proses  berlanjut yg menang jg menang. Yaa. Artinya kata curang hanya kata""  jd  menjadi membosankan kat itu",Mbah Wir,0,0,0,2024-02-15T21:58:56.000Z,"Pemilu 2019 dulu yg kalah jg teriak curang .. Bgt pula pemilu 2024. Teriaknya jg curang..  Tp semuanya  setelah di dalami tetap proses  berlanjut yg menang jg menang. Yaa. Artinya kata curang hanya kata""  jd  menjadi membosankan kat itu",
"Heran sama Oom Bowo. Dulu dia jd korban kecurangan. Kok sekarang jd pelaku. Lebih parah malah. Kemana itu hati nurani & mentalitas angkatannya. Ingat Oom kekuasaan, harta & semua yg kita lakukan & miliki di dunia ini ada pertanggung jawabannya #Pemilu2024",Annie Nugraha,0,0,0,2024-02-15T23:03:25.000Z,"Heran sama Oom Bowo. Dulu dia jd korban kecurangan. Kok sekarang jd pelaku. Lebih parah malah. Kemana itu hati nurani & mentalitas angkatannya. Ingat Oom kekuasaan, harta & semua yg kita lakukan & miliki di dunia ini ada pertanggung jawabannya  ",
"Diawasi Ketat, 154 Tahanan Polres Metro Tangerang Kota, Gunakan Hak Pilih Pada Pemilu 2024 https://e-satu.com/2024/02/diawasi-ketat-154-tahanan-polres-metro.html",jovi vantesto,0,0,0,2024-02-16T00:44:03.000Z,"Diawasi Ketat, 154 Tahanan Polres Metro Tangerang Kota, Gunakan Hak Pilih Pada Pemilu 2024 ",
Dandim Klungkung Kerahkan Personel Kawal Logistik Pemilu 2024 Ke Gudang PPK Di Kecamatan Klungkung Daratan,Kodim 1610/Klungkung,0,0,0,2024-02-15T22:15:48.000Z,Dandim Klungkung Kerahkan Personel Kawal Logistik Pemilu 2024 Ke Gudang PPK Di Kecamatan Klungkung Daratan,
"polisi keren, semangat terus buat polri demi mengamankan pemilu 2024",ihza mahendra,0,0,0,2024-02-16T00:59:36.000Z,"polisi keren, semangat terus buat polri demi mengamankan pemilu 2024",
"Curang ada, utk TSM sulit memang. Yg signifikan itu pengkondisian AesN, PKH, Mekar, Bansos dsb. Pokoknya 1 & 3 ibarat PPP & PDI melawan Golkar (Pemerintahan Soeharto). Jujur  & Adil di pemilu 2024 ini tidak ada. Negara ikut kontestasi. Silahkan bro menikmati kemengan kayak gini.",Suluh'98,3,2,8,2024-02-15T22:11:56.000Z,"Curang ada, utk TSM sulit memang. Yg signifikan itu pengkondisian AesN, PKH, Mekar, Bansos dsb. Pokoknya 1 & 3 ibarat PPP & PDI melawan Golkar (Pemerintahan Soeharto). Jujur  & Adil di pemilu 2024 ini tidak ada. Negara ikut kontestasi. Silahkan bro menikmati kemengan kayak gini.",kemengan
"Waktu dl saya suka pak RK, tp karena pemilu 2024 ini saya jadi kurang respect lagi sama beliau., sorry to say pak. Saya pun  unfollow IG bapak. Mending nonton Komeng aja lah. ",HunBee,0,0,2,2024-02-16T00:26:48.000Z,"Waktu dl saya suka pak RK, tp karena pemilu 2024 ini saya jadi kurang respect lagi sama beliau., sorry to say pak. Saya pun  unfollow IG bapak. Mending nonton Komeng aja lah. ",
"PLN bersama pemerintah berkomitmen untuk menyukseskan pesta demokrasi Pemilu 2024 dan telah memproyeksikan sistem kelistrikan dalam kondisi aman di hari H Pemilu pada tanggal 14 Februari 2024.  

#PLNSiagaPemilu2024 #PemiluSerentak2024",PLN UP3 Masohi,1,0,0,2024-02-15T22:19:56.000Z,PLN bersama pemerintah berkomitmen untuk menyukseskan pesta demokrasi Pemilu 2024 dan telah memproyeksikan sistem kelistrikan dalam kondisi aman di hari H Pemilu pada tanggal 14 Februari 2024.       ,
"Dalam barisan Ganjar-Mahfud kebersamaan terasa kuat dan menyenangkan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Galih Arya,0,0,0,2024-02-15T20:27:15.000Z,Dalam barisan Ganjar-Mahfud kebersamaan terasa kuat dan menyenangkan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"tapi sejam kemudian, surat suara nya berkurang 3jt(?), sedangkan yang lain terus bertambah. TOLONG INI KENAPA YA 
@KPU_ID
 
@bawaslu_RI
 
@aniesbaswedan
 
@cakimiNOW
 #Pemilu2024",Sky addict,0,0,1,2024-02-15T23:28:44.000Z,"tapi sejam kemudian, surat suara nya berkurang 3jt(?), sedangkan yang lain terus bertambah. TOLONG INI KENAPA YA                  ",
"kemarin aku nonton gak ada omongan pidato kemenangan tuh:v cuma ucapan terima kasih karena rakyat sudah menggunakan hak pilih mereka di pemilu 2024 dan bersyukur untuk acara pemilu berjalan lancar, serta diminta buat nunggu hasil perhitungan aja",marieanne,0,0,0,2024-02-15T21:53:16.000Z,"kemarin aku nonton gak ada omongan pidato kemenangan tuh:v cuma ucapan terima kasih karena rakyat sudah menggunakan hak pilih mereka di pemilu 2024 dan bersyukur untuk acara pemilu berjalan lancar, serta diminta buat nunggu hasil perhitungan aja",
#Pemilu2024 Nasdem real on rel,cordova,0,0,1,2024-02-16T00:49:38.000Z,  Nasdem real on rel,
"PLN berperan aktif! Dirut PLN memimpin pengawasan pasokan listrik dari Posko Nasional Siaga Pemilu PLN, membuktikan kesiapan PLN dalam mendukung Pemilu 2024

#PLNuntukIndonesia",Amara Zoe,0,0,1,2024-02-15T20:38:48.000Z,"PLN berperan aktif! Dirut PLN memimpin pengawasan pasokan listrik dari Posko Nasional Siaga Pemilu PLN, membuktikan kesiapan PLN dalam mendukung Pemilu 2024   ",
"Ganjar-Mahfud membawa semangat juang yang membara di hati kita 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Isyana Putri,0,0,0,2024-02-15T20:31:11.000Z,Ganjar-Mahfud membawa semangat juang yang membara di hati kita  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"""Prabowo has had different iterations of himself in every electionfirst a staunch nationalist then an islamist now a cuddly grandpa. We wont know which version of him we'll get as president 
@melisa_idris
 speaks to 
@AzmilTayeb
 #Pemilu2024 #ConsiderThis http://bit.ly/3QZTHgS",Astro AWANI,0,2,8,2024-02-16T00:35:00.000Z,"""Prabowo has had different iterations of himself in every electionfirst a staunch nationalist then an islamist now a cuddly grandpa. We wont know which version of him we'll get as president     speaks to         ",
"pengalamanku menjadi: PENGAWAS TPS (PTPS) PEMILU 2024

-a thread-",Asrof Firullah,1,0,0,2024-02-15T20:35:15.000Z,pengalamanku menjadi: PENGAWAS TPS (PTPS) PEMILU 2024  -a thread-,
Ngitungnya bisa 3 hari 3 malam itu...#Pemilu2024 #PemiluCurang,Bung Bill,0,0,0,2024-02-15T21:47:10.000Z,Ngitungnya bisa 3 hari 3 malam itu...   ,
"Komedian Alfiansyah Bustami atau Komeng menjadi bahan pembicaraan hangat di media sosial sejak Pemilihan Umum (Pemilu) 2024 diadakan, Rabu (14/2/2024) #TGIMKBFM",Radio Kalimaya Bhaskara Malang,0,0,0,2024-02-15T23:35:35.000Z,"Komedian Alfiansyah Bustami atau Komeng menjadi bahan pembicaraan hangat di media sosial sejak Pemilihan Umum (Pemilu) 2024 diadakan, Rabu (14/2/2024)  ",
"Dengan Ganjar-Mahfud kita melangkah lebih jauh menuju masa depan yang gemilang 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",agung aldianto,0,0,1,2024-02-15T20:27:05.000Z,Dengan Ganjar-Mahfud kita melangkah lebih jauh menuju masa depan yang gemilang  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Momen Personel Polsek Pademangan, saat mengawal dan mengamankan pendistribusian kotak suara ke TPS di wilayah Pademangan. Hal ini merupakan wujud komitmen Polri dalam menciptakan Pemilu 2024 yang aman, Rabu 14 Februari 2024",Polsek Pademangan,0,0,1,2024-02-16T00:16:19.000Z,"Momen Personel Polsek Pademangan, saat mengawal dan mengamankan pendistribusian kotak suara ke TPS di wilayah Pademangan. Hal ini merupakan wujud komitmen Polri dalam menciptakan Pemilu 2024 yang aman, Rabu 14 Februari 2024",
"Kita bersyukur bisa mengikuti jejak Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Sadam Sutno,0,0,0,2024-02-15T21:00:40.000Z,Kita bersyukur bisa mengikuti jejak Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Salip Gerindra, Partai Golkar Tempel Ketat PDIP di Quick Count Pemilu 2024",radaraktualdotcom,1,1,2,2024-02-15T23:00:01.000Z,"Salip Gerindra, Partai Golkar Tempel Ketat PDIP di Quick Count Pemilu 2024",
"Di bawah arahan Ganjar-Mahfud politik menjadi panggung kebersamaan dan kebahagiaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Farrel Zaki,0,0,0,2024-02-15T21:19:03.000Z,Di bawah arahan Ganjar-Mahfud politik menjadi panggung kebersamaan dan kebahagiaan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Biasanya sering sedih liat tweet beberapa bulan ini, kok sekarang senang banget ya

#PrabowoGibran #Pemilu2024 #prabowo #PrabowoGibran2024",Pendosa,0,0,0,2024-02-15T23:24:24.000Z,"Biasanya sering sedih liat tweet beberapa bulan ini, kok sekarang senang banget ya         ",
"Relawan Ganjar-Mahfud kalian luar biasa! Terima kasih atas dedikasi kalian 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",resti astuti,0,0,0,2024-02-15T20:28:00.000Z,Relawan Ganjar-Mahfud kalian luar biasa! Terima kasih atas dedikasi kalian  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Dalam rangka Harkamtibmas Pemilu 2024, Kapolsek Medan Area  Kompol Hendrik Fernandes Aritonang, SIK, MH beserta Waka Polsek memimpin apel kesiapan Pengamanan kotak Suara di PPK wilayah hukum polsek Medan Area.",humas Polsek Medan Area,0,0,0,2024-02-15T23:12:45.000Z,"Dalam rangka Harkamtibmas Pemilu 2024, Kapolsek Medan Area  Kompol Hendrik Fernandes Aritonang, SIK, MH beserta Waka Polsek memimpin apel kesiapan Pengamanan kotak Suara di PPK wilayah hukum polsek Medan Area.",
"#Pemilu2024 Pake aplikasi Sirekap, eh pendukung 01&03 koar krn suara 02 nglonjak naik. Eh yg ngatain 02 dulu milih ga riset, dianya juga ga riset kl aplikasi Sirekap juga error, katanya orang pinter tp kok keblinger",𝐀𝐛𝐞,0,0,0,2024-02-15T23:12:49.000Z,"  Pake aplikasi Sirekap, eh pendukung 01&03 koar krn suara 02 nglonjak naik. Eh yg ngatain 02 dulu milih ga riset, dianya juga ga riset kl aplikasi Sirekap juga error, katanya orang pinter tp kok keblinger",pinter
"Buntut Kecurangan Pemilu 2024, OSO Ancam Perang Habis-habisan
",Arчα Duta Boekan™,0,1,0,2024-02-16T00:44:20.000Z,"Buntut Kecurangan Pemilu 2024, OSO Ancam Perang Habis-habisan ",
Astagfirullah.. PEMILU 2024 YG MENGERIKAN..SAYA HANYA TAKUT ALLAH ADZAB APA UNTUK BANGSA INI... JELAS JELAS DARI AWAL SUDAH HARAM CAPRESNYA...,Mas Nur,0,0,0,2024-02-15T22:54:21.000Z,Astagfirullah.. PEMILU 2024 YG MENGERIKAN..SAYA HANYA TAKUT ALLAH ADZAB APA UNTUK BANGSA INI... JELAS JELAS DARI AWAL SUDAH HARAM CAPRESNYA...,
Saluutt atas dedikasi tinggi kinerja polri presisi yang mengerahkan kemampuan dalam Pemilu 2024 mendistribusikan Kotak suara ke wilayah yang jauh disana . Polri jaya,Agung Setya Pambudi,0,0,0,2024-02-16T00:53:00.000Z,Saluutt atas dedikasi tinggi kinerja polri presisi yang mengerahkan kemampuan dalam Pemilu 2024 mendistribusikan Kotak suara ke wilayah yang jauh disana . Polri jaya,
"Contoh pendukung yg ga terima kalo capres yg dia dukung kalah, bisa cuma nyalain capres yg menang, terus memberikan berita hoax untuk capres yg menang #Pilpres2024 #Pemilu2024",Xieon~,0,0,0,2024-02-15T23:23:14.000Z,"Contoh pendukung yg ga terima kalo capres yg dia dukung kalah, bisa cuma nyalain capres yg menang, terus memberikan berita hoax untuk capres yg menang    ",
"Muda Mudi dikini zaman...
#Video #Pemilu2024
___
Demokrasi",mideomoto,0,0,2,2024-02-16T00:18:24.000Z,Muda Mudi dikini zaman...     ___ Demokrasi,
"kaga nerima kekalahan bgt anjgg. mrka yang fitnah, mrka yng nebar kebencian, mrka jga yang si paling tersakiti. si paling cerdas, si paling beriman cuihhhh

#pemilu2024",Bungbung,0,0,0,2024-02-15T22:53:29.000Z,"kaga nerima kekalahan bgt anjgg. mrka yang fitnah, mrka yng nebar kebencian, mrka jga yang si paling tersakiti. si paling cerdas, si paling beriman cuihhhh   ",
Hahhahha serangan...??? Kalian Lagi sibuk Ngedit Data suara ..percaya KPU di pemilu 2024 setelah banyaknya Kejanggalan sampai Proses perhitungan Suara yg percaya Cuma Org Tolol dan bego Akting Politik kalian ,SafaMr,0,0,0,2024-02-16T00:54:25.000Z,Hahhahha serangan...??? Kalian Lagi sibuk Ngedit Data suara ..percaya KPU di pemilu 2024 setelah banyaknya Kejanggalan sampai Proses perhitungan Suara yg percaya Cuma Org Tolol dan bego Akting Politik kalian ,
"#Pemilu2024 akankan menjadi RIP DEMOKRASI ?

Berharap Real Count Mas Anies Mas Anies yang menang ",lupa pass,0,0,1,2024-02-15T20:59:35.000Z,  akankan menjadi RIP DEMOKRASI ?  Berharap Real Count Mas Anies Mas Anies yang menang ,
"respect

tetap #KawalPemilu2024 #Pemilu2024",iNumaki,0,0,23,2024-02-15T23:51:30.000Z,respect  tetap    ,
Pemilu 2024 pemilu paling pemilih yang bodoh terjebak kata makan geratis wkwkwk,Dul Goni,0,0,1,2024-02-15T23:16:31.000Z,Pemilu 2024 pemilu paling pemilih yang bodoh terjebak kata makan geratis wkwkwk,
"Udah nyalon berkali kali
Minta dukungan lurah
Tabrak konstitusi
Dana unlimited
Sewa banyak artis dan influencer
Bayar buzZeRp untuk bikin hoax
Dibelain joget2 dan berlakon gemoy demi minat publik

Demi apa?
Demi kekuasaan biar g mandek lah

#dagelan 
#Pemilu2024",Houseaish,0,0,0,2024-02-15T23:07:36.000Z,Udah nyalon berkali kali Minta dukungan lurah Tabrak konstitusi Dana unlimited Sewa banyak artis dan influencer Bayar buzZeRp untuk bikin hoax Dibelain joget2 dan berlakon gemoy demi minat publik  Demi apa? Demi kekuasaan biar g mandek lah      ,
"lucu juga kalo diinget2, dulu banyak temen2 mahasiswa yang dengan bangga dan gagahnya ikut #GejayanMemanggil seolah-olah sudah menyelamatkan perpolitikan indonesia.

lalu sekarang banyak diantara mereka yang mendukung oligarki & nepotisme yang secara nyata ada di pemilu 2024 ini",Kevin,0,0,0,2024-02-15T23:23:46.000Z,"lucu juga kalo diinget2, dulu banyak temen2 mahasiswa yang dengan bangga dan gagahnya ikut   seolah-olah sudah menyelamatkan perpolitikan indonesia.  lalu sekarang banyak diantara mereka yang mendukung oligarki & nepotisme yang secara nyata ada di pemilu 2024 ini",
Kalau Pemimpin yang kita usung dan Masyarakat di Republik ini sampai mau dengan legowo atas nama Demokrasi menerima hasil kecurangan pemilu 2024 ini.  Berarti memang sudah pada gak WARAS!!!!!,Ghan,0,0,0,2024-02-16T00:31:54.000Z,Kalau Pemimpin yang kita usung dan Masyarakat di Republik ini sampai mau dengan legowo atas nama Demokrasi menerima hasil kecurangan pemilu 2024 ini.  Berarti memang sudah pada gak WARAS!!!!!,
"Mantap skali Polri, so siap pengamanan for Pemilu 2024! Semoga dpe logistik tetap dijaga & aman, supaya proses pemilu sampe selesai boleh berjalan dengan baik. Tetap semangat ",wejangan_arif,0,0,0,2024-02-16T00:24:43.000Z,"Mantap skali Polri, so siap pengamanan for Pemilu 2024! Semoga dpe logistik tetap dijaga & aman, supaya proses pemilu sampe selesai boleh berjalan dengan baik. Tetap semangat ",
" https://shope.ee/6AMnDEs1wd
  
Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh #Pemilu2024 Paman Silent DP 0% Pagii",THS Project ©,0,0,0,2024-02-16T00:10:59.000Z,     Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh   Paman Silent DP 0% Pagii,
"Ganjar-Mahfud dua pemimpin yang selalu berada di depan untuk kebahagiaan rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Devita Angelia,0,0,0,2024-02-15T21:18:52.000Z,Ganjar-Mahfud dua pemimpin yang selalu berada di depan untuk kebahagiaan rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
#curang #Pemilu2024,AL,0,0,0,2024-02-16T00:17:22.000Z,   ,
"Patroli Gabungan TNI POLRI


@DivHumas_Polri


@Spripim_Polri


@MPoldasultra


@Hms_Poldasultra


#kapolrestakendari
#sinergitastnipolri 
#PemiluDamai 
#Pemilu2024",Polrestakendari,0,0,0,2024-02-15T23:28:43.000Z,Patroli Gabungan TNI POLRI                            ,
"Setiap langkah bersama Ganjar-Mahfud penuh keceriaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rafi Fahrezi,0,0,1,2024-02-15T21:07:02.000Z,Setiap langkah bersama Ganjar-Mahfud penuh keceriaan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Asal politisi-politisi ini tidak masuk angin.

OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!",Datuk Panglima Seri Handalan,0,0,0,2024-02-16T01:03:32.000Z,Asal politisi-politisi ini tidak masuk angin.  OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!,
Kapolres Bireuen Pimpin Patroli Cipta kondisi Jelang Pemilu 2024,Berita Viral,0,0,0,2024-02-15T21:21:58.000Z,Kapolres Bireuen Pimpin Patroli Cipta kondisi Jelang Pemilu 2024,
Coba dengerin ini biar ademan .#9~Sebel Gak Sih Lo sama demokrasi Indonesia?. #Pemilu2024 #caleg #demokrasi,me,0,0,0,2024-02-15T23:45:45.000Z,Coba dengerin ini biar ademan . ~Sebel Gak Sih Lo sama demokrasi Indonesia?.      ,
"#Pemilu2024 #PemiluCurang  saudara telah mengkhianati rakyat Indonesia demi uang jajan, seperti centeng Belanda jaman dulu. Kakekku pahlawan perang, kasihan mereka yang  berjuang tp dikhianati",Bung Bill,0,0,0,2024-02-15T21:45:48.000Z,"     saudara telah mengkhianati rakyat Indonesia demi uang jajan, seperti centeng Belanda jaman dulu. Kakekku pahlawan perang, kasihan mereka yang  berjuang tp dikhianati",
"Luar biasa pengorbanan Polri dalam mengawal distribusi logistik pemilu 2024. Apresiasi setinggi-tingginya buat Polri dalam mengamankan pemilu tahun ini, semoga pemilu 2024 bisa berjalan dengan aman dan damai. #BersamaJagaIndonesia",wakhaji,0,0,0,2024-02-15T22:54:06.000Z,"Luar biasa pengorbanan Polri dalam mengawal distribusi logistik pemilu 2024. Apresiasi setinggi-tingginya buat Polri dalam mengamankan pemilu tahun ini, semoga pemilu 2024 bisa berjalan dengan aman dan damai.  ",
Protes Masyarakat di Sumut Pelaksanaan Pemilu 2024,PRESIDEN LSM LIRA,0,13,17,2024-02-15T21:47:35.000Z,Protes Masyarakat di Sumut Pelaksanaan Pemilu 2024,
"Kalah di pilpres, menang di hati rakyat 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Tania Putri,0,0,0,2024-02-15T20:33:26.000Z,"Kalah di pilpres, menang di hati rakyat  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Melihat proses dan output sementara Pemilu 2024 secara umum, sulit rasanya utk tak jatuh pada keputus asaan, 5 thn kedepan APBN/APBD, SDA akan kembali habis2an dirampok, ekonomi autopilot, pajak makin banyak, harga barang makin mahal, bussett dah!

#Pemilu2024 
#Pilpres2024",AA,0,0,0,2024-02-15T23:10:36.000Z,"Melihat proses dan output sementara Pemilu 2024 secara umum, sulit rasanya utk tak jatuh pada keputus asaan, 5 thn kedepan APBN/APBD, SDA akan kembali habis2an dirampok, ekonomi autopilot, pajak makin banyak, harga barang makin mahal, bussett dah!      ",thn
"Wah.. Menurut hasil total perolehan suara pemilu 2024, penduduk Indonesia akan meningkat tajam. Mengalahkan Cina, India dan Amerika ",Ibu_Neneng,4,3,10,2024-02-15T23:21:10.000Z,"Wah.. Menurut hasil total perolehan suara pemilu 2024, penduduk Indonesia akan meningkat tajam. Mengalahkan Cina, India dan Amerika ",
"Prabowo
#Pilpres2024 
#Pemilu2024 
#RIPdemokrasi 
#KampusBergerak 
#DirtyVote",Berpikir Cerdas,0,0,2,2024-02-16T00:13:41.000Z,Prabowo              ,
"Kalau bener partai mawar ga lolos... Bisa dibilang babeh lebih sayang ke anak mbarep dari pada anak bungsu

Trus juga banteng ternyata masih kuat di puncak,, artinya babeh menang 1 tapi kalah 2  
#Pemilu2024 #wakanda #Politik 

Sepertinya bakal belepotan 5 tahun kedepan ",Catatan.Ngabzz,0,0,0,2024-02-15T21:47:48.000Z,"Kalau bener partai mawar ga lolos... Bisa dibilang babeh lebih sayang ke anak mbarep dari pada anak bungsu  Trus juga banteng ternyata masih kuat di puncak,, artinya babeh menang 1 tapi kalah 2           Sepertinya bakal belepotan 5 tahun kedepan ",
Sepertinya dibutuhkan audit forensik untuk memastikan layak tidaknya (akurasi digital) sistem IT khususnya SIREKAP dalam menghitung perolehan suara pemilu 2024.,Hilirisasi_Omonomon,0,8,26,2024-02-15T22:04:20.000Z,Sepertinya dibutuhkan audit forensik untuk memastikan layak tidaknya (akurasi digital) sistem IT khususnya SIREKAP dalam menghitung perolehan suara pemilu 2024.,
"Bantu tap  @Cute_Taruhanya bree...

Real Count #malamjumat Prabowo Tidur Nessie Aceh # Jan Ethes DONGHYUK SOLO DEBUT SIAPA SANGKA Senayan KPPS Uhuy Moona Soeharto Quick Count Adul #NAKSEO #Pemilu2024 #taruhantoto #taruhantoto2024 #daftartaruhantoto #logintaruhantoto",lonely.siska,0,0,1,2024-02-15T20:43:26.000Z,Bantu tap    bree...  Real Count   Prabowo Tidur Nessie Aceh # Jan Ethes DONGHYUK SOLO DEBUT SIAPA SANGKA Senayan KPPS Uhuy Moona Soeharto Quick Count Adul            ,
"Kepada Yth:
Ketua KPU
Ketua BAWASLU

Jika jujurmu adalah rahmat,
Maka khinatmu adalah laknat.

#realcount #bawaslu #KPU #Pemilu2024",Reinaldi Anggasss,0,0,1,2024-02-15T23:58:57.000Z,"Kepada Yth: Ketua KPU Ketua BAWASLU  Jika jujurmu adalah rahmat, Maka khinatmu adalah laknat.         ",
"Bersama Ganjar-Mahfud kita tidak pernah merasa sendiri 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",sulis irawati,0,0,0,2024-02-15T20:38:28.000Z,Bersama Ganjar-Mahfud kita tidak pernah merasa sendiri  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
Masinton: Pemilu 2024 lebih brutal daru Pemilu 2019,Baba Oman,0,0,0,2024-02-15T22:14:42.000Z,Masinton: Pemilu 2024 lebih brutal daru Pemilu 2019,
"PSI yang kala itu berisi pemikir bangsa dan emang layak untuk kursi di DPR... 

Inget PSI nya sutan sjahrir loh yaa 
#Pemilu2024 #Politik",Catatan.Ngabzz,0,0,0,2024-02-15T21:53:17.000Z,PSI yang kala itu berisi pemikir bangsa dan emang layak untuk kursi di DPR...   Inget PSI nya sutan sjahrir loh yaa     ,
"OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!
 http://kontenislam.com/2024/02/oso-ancam-perang-habis-habisan-buntut.html",kontenislamcom,0,0,0,2024-02-15T23:50:33.000Z,OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!  ,
BRI Finance Bakal Lakukan Sejumlah Langkah Mengantisipasi Dampak Hasil Pemilu 2024 http://keuangan.kontan.co.id/news/bri-finance-bakal-lakukan-sejumlah-langkah-mengantisipasi-dampak-hasil-pemilu-2024 #Multifinance,KONTAN NEWS,0,0,0,2024-02-16T00:30:02.000Z,BRI Finance Bakal Lakukan Sejumlah Langkah Mengantisipasi Dampak Hasil Pemilu 2024   ,
